Time,R Scale 1,R Scale 2,G Speed,SV,Longitude,Latitude,raw1,raw2,raw3,raw4
16:13:48.397,78,54,0,11,120.6863632,24.3181019,3120717,0,1252292,0
16:13:48.415,78,54,0,11,120.6863632,24.3181019,3120717,0,1252292,0
16:13:48.583,79,54,0,11,120.6863632,24.3181019,3124767,0,1252682,0
16:13:48.600,79,54,0,11,120.6863632,24.3181019,3124767,0,1252682,0
16:13:48.745,78,54,0,11,120.6863632,24.3181019,3123128,0,1252136,0
16:13:48.811,78,54,0,11,120.6863632,24.3181019,3123128,0,1252136,0
16:13:48.948,78,54,0,11,120.6863632,24.3181019,3118402,0,1251874,0
16:13:49.014,78,54,0,11,120.6863632,24.3181019,3117697,0,1251412,0
16:13:49.150,78,54,0,11,120.6863632,24.3181019,3122417,0,1250877,0
16:13:49.200,79,54,0,11,120.6863632,24.3181019,3129332,0,1250856,0
16:13:49.361,79,54,0,11,120.6863632,24.3181019,3131511,0,1251376,0
16:13:49.410,78,54,0,11,120.6863632,24.3181019,3109944,0,1251388,0
16:13:49.548,78,54,0,12,120.6863632,24.3181019,3123362,0,1251412,0
16:13:49.614,78,54,0,12,120.6863632,24.3181019,3123362,0,1251412,0
16:13:49.733,79,54,0,12,120.6863632,24.3181019,3125045,0,1250351,0
16:13:49.808,79,54,0,12,120.6863632,24.3181019,3125045,0,1250351,0
16:13:49.977,78,54,0,12,120.6863632,24.3181019,3117914,0,1250521,0
16:13:50.010,78,54,0,12,120.6863632,24.3181019,3121495,0,1250493,0
16:13:50.145,78,54,0,12,120.6863632,24.3181019,3116191,0,1251163,0
16:13:50.204,78,54,0,12,120.6863632,24.3181019,3116191,0,1251163,0
16:13:50.363,78,54,0,12,120.6863632,24.3181019,3121622,0,1250234,0
16:13:50.413,78,54,0,12,120.6863632,24.3181019,3117741,0,1250067,0
16:13:50.554,78,54,0,12,120.6863632,24.3181019,3117363,0,1249770,0
16:13:50.604,79,54,0,12,120.6863632,24.3181019,3125081,0,1249868,0
16:13:50.704,78,54,0,12,120.6863632,24.3181019,3112952,0,1249922,0
16:13:50.809,78,54,0,12,120.6863632,24.3181019,3112952,0,1249922,0
16:13:50.909,78,54,0,12,120.6863632,24.3181019,3118048,0,1249518,0
16:13:51.090,78,54,0,12,120.6863632,24.3181019,3116105,0,1249899,0
16:13:51.108,78,54,0,12,120.6863632,24.3181019,3116105,0,1249899,0
16:13:51.249,78,54,0,12,120.6863632,24.3181019,3120952,0,1249541,0
16:13:51.315,78,54,0,12,120.6863632,24.3181019,3105229,0,1249517,0
16:13:51.456,79,54,0,12,120.6863632,24.3181019,3125697,0,1249823,0
16:13:51.505,79,54,0,12,120.6863632,24.3181019,3125088,0,1249742,0
16:13:51.665,78,54,0,12,120.6863632,24.3181038,3115741,0,1250007,0
16:13:51.700,78,54,0,12,120.6863632,24.3181038,3115741,0,1250007,0
16:13:51.848,78,54,0,12,120.6863632,24.3181038,3116643,0,1249943,0
16:13:51.910,78,54,0,12,120.6863632,24.3181038,3116643,0,1249943,0
16:13:52.009,79,54,0,12,120.6863632,24.3181038,3126530,0,1248893,0
16:13:52.178,78,54,0,12,120.6863632,24.3181038,3112511,0,1250186,0
16:13:52.211,79,54,0,12,120.6863632,24.3181038,3125654,0,1250100,0
16:13:52.380,79,54,0,12,120.6863632,24.3181038,3126037,0,1248857,0
16:13:52.413,79,54,0,12,120.6863632,24.3181038,3126037,0,1248857,0
16:13:52.511,78,54,0,12,120.6863632,24.3181038,3123034,0,1249370,0
16:13:52.603,78,54,0,12,120.6863632,24.3181038,3123034,0,1249370,0
16:13:52.701,78,54,0,12,120.6863632,24.3181038,3115011,0,1250368,0
16:13:52.808,78,54,0,12,120.6863632,24.3181038,3121999,0,1250809,0
16:13:52.908,78,54,0,12,120.6863632,24.3181038,3121794,0,1250084,0
16:13:53.006,78,54,0,12,120.6863632,24.3181038,3121163,0,1248605,0
16:13:53.113,78,54,0,12,120.6863632,24.3181038,3122565,0,1249658,0
16:13:53.233,79,54,0,12,120.6863632,24.3181038,3124022,0,1249201,0
16:13:53.303,79,54,0,12,120.6863632,24.3181038,3124022,0,1249201,0
16:13:53.403,79,54,0,12,120.6863632,24.3181038,3126101,0,1248911,0
16:13:53.511,79,54,0,12,120.6863632,24.3181038,3124152,0,1248659,0
16:13:53.609,79,54,0,12,120.6863632,24.3181038,3126741,0,1248851,0
16:13:53.711,79,54,0,12,120.6863632,24.3181038,3127397,0,1248877,0
16:13:53.809,79,54,0,12,120.6863632,24.3181038,3126110,0,1249103,0
16:13:53.985,79,54,0,12,120.6863632,24.3181057,3124081,0,1248457,0
16:13:54.003,79,54,0,12,120.6863632,24.3181057,3124081,0,1248457,0
16:13:54.159,78,54,0,12,120.6863632,24.3181057,3109939,0,1249247,0
16:13:54.209,78,54,0,12,120.6863632,24.3181057,3109939,0,1249247,0
16:13:54.351,79,54,0,12,120.6863632,24.3181057,3124048,0,1249127,0
16:13:54.411,78,54,0,12,120.6863632,24.3181057,3119603,0,1248530,0
16:13:54.511,79,54,0,12,120.6863632,24.3181057,3124038,0,1248136,0
16:13:54.611,78,54,0,12,120.6863632,24.3181057,3122973,0,1248155,0
16:13:54.711,79,54,0,12,120.6863632,24.3181057,3123826,0,1248425,0
16:13:54.811,78,54,0,12,120.6863632,24.3181057,3119513,0,1249088,0
16:13:54.904,78,54,0,12,120.6863632,24.3181076,3119513,0,1249088,0
16:13:55.004,78,54,0,12,120.6863632,24.3181076,3117125,0,1248880,0
16:13:55.178,78,54,0,12,120.6863632,24.3181076,3117943,0,1248840,0
16:13:55.200,78,54,0,12,120.6863632,24.3181076,3117943,0,1248840,0
16:13:55.370,79,54,0,12,120.6863632,24.3181076,3124283,0,1248911,0
16:13:55.405,78,54,0,12,120.6863632,24.3181076,3117811,0,1248640,0
16:13:55.505,79,54,0,12,120.6863632,24.3181076,3128762,0,1248665,0
16:13:55.603,79,54,0,12,120.6863632,24.3181076,3128762,0,1248665,0
16:13:55.703,78,54,0,12,120.6863632,24.3181076,3112102,0,1249078,0
16:13:55.828,78,54,0,12,120.6863632,24.3181076,3112102,0,1249078,0
16:13:55.911,78,54,0,12,120.6863632,24.3181076,3119136,0,1249892,0
16:13:56.083,78,54,0,12,120.6863632,24.3181095,3097861,0,1249041,0
16:13:56.100,78,54,0,12,120.6863632,24.3181095,3114943,0,1248118,0
16:13:56.200,78,54,0,12,120.6863632,24.3181095,3115778,0,1247995,0
16:13:56.309,78,54,0,12,120.6863632,24.3181095,3115778,0,1247995,0
16:13:56.443,78,54,0,12,120.6863632,24.3181095,3114983,0,1248273,0
16:13:56.503,78,54,0,12,120.6863632,24.3181095,3121897,0,1247470,0
16:13:56.638,78,54,0,12,120.6863632,24.3181095,3120660,0,1248094,0
16:13:56.711,79,54,0,12,120.6863632,24.3181095,3124365,0,1246901,0
16:13:56.809,78,54,0,12,120.6863632,24.3181095,3118598,0,1247839,0
16:13:56.909,78,54,0,12,120.6863632,24.3181095,3118598,0,1247839,0
16:13:57.009,78,54,0,12,120.6863632,24.3181095,3113192,0,1247066,0
16:13:57.106,78,54,0,12,120.6863632,24.3181095,3113192,0,1247066,0
16:13:57.205,78,54,0,12,120.6863632,24.3181095,3119832,0,1247961,0
16:13:57.303,78,54,0,12,120.6863632,24.3181095,3115425,0,1247348,0
16:13:57.403,79,54,0,12,120.6863632,24.3181095,3130158,0,1247791,0
16:13:57.513,79,54,0,12,120.6863632,24.3181095,3130158,0,1247791,0
16:13:57.611,78,54,0,12,120.6863632,24.3181095,3116489,0,1247987,0
16:13:57.713,78,54,0,12,120.6863632,24.3181095,3116489,0,1247987,0
16:13:57.811,79,54,0,12,120.6863632,24.3181095,3124306,0,1247770,0
16:13:57.990,78,54,0,12,120.6863632,24.3181095,3119596,0,1247281,0
16:13:58.008,78,54,0,12,120.6863632,24.3181095,3119596,0,1247281,0
16:13:58.109,78,54,0,12,120.6863632,24.3181095,3112465,0,1247885,0
16:13:58.214,78,54,0,12,120.6863632,24.3181095,3112465,0,1247885,0
16:13:58.336,78,54,0,12,120.6863632,24.3181095,3114549,0,1247978,0
