Time,R Scale 1,R Scale 2,G Speed,SV,Longitude,Latitude,raw1,raw2,raw3,raw4
08:59:59.105,91,49,0,18,120.4809723,22.4527130,3383080,0,1104142,0
08:59:59.204,92,49,0,18,120.4809723,22.4527130,3405412,0,1104407,0
08:59:59.334,91,49,0,18,120.4809723,22.4527130,3383947,0,1104723,0
08:59:59.400,91,49,0,18,120.4809723,22.4527130,3400695,0,1102633,0
08:59:59.535,92,49,0,18,120.4809723,22.4527130,3408529,0,1101818,0
08:59:59.601,92,49,0,18,120.4809723,22.4527130,3408529,0,1101818,0
08:59:59.722,91,49,0,18,120.4809723,22.4527149,3399915,0,1102018,0
08:59:59.804,91,49,0,18,120.4809723,22.4527149,3398351,0,1103801,0
08:59:59.944,91,49,0,18,120.4809723,22.4527149,3378608,0,1106981,0
09:00:00.008,92,50,0,18,120.4809723,22.4527149,3410132,0,1125893,0
09:00:00.107,91,51,0,18,120.4809723,22.4527149,3375960,0,1146072,0
09:00:00.253,91,52,0,18,120.4809723,22.4527149,3402246,0,1162990,0
09:00:00.303,91,53,0,18,120.4809723,22.4527149,3391554,0,1187141,0
09:00:00.425,91,53,0,18,120.4809723,22.4527149,3391554,0,1187141,0
09:00:00.507,91,54,0,18,120.4809723,22.4527149,3385244,0,1204671,0
09:00:00.636,91,55,0,18,120.4809723,22.4527149,3395254,0,1223709,0
09:00:00.703,91,56,0,18,120.4809723,22.4527149,3386613,0,1253285,0
09:00:00.824,91,58,0,18,120.4809723,22.4527149,3398682,0,1282190,0
09:00:00.907,92,58,0,18,120.4809723,22.4527149,3412381,0,1299553,0
09:00:01.029,90,58,0,18,120.4809723,22.4527149,3337004,0,1295736,0
09:00:01.112,91,57,0,18,120.4809723,22.4527149,3392898,0,1280571,0
09:00:01.211,91,58,0,18,120.4809723,22.4527149,3394739,0,1281608,0
09:00:01.336,91,57,0,18,120.4809723,22.4527149,3389126,0,1280618,0
09:00:01.402,91,57,0,18,120.4809723,22.4527149,3389126,0,1280618,0
09:00:01.524,91,57,0,18,120.4809723,22.4527149,3402312,0,1279473,0
09:00:01.607,91,58,0,18,120.4809723,22.4527149,3388422,0,1282016,0
09:00:01.725,91,58,0,18,120.4809723,22.4527149,3381417,0,1284118,0
09:00:01.808,91,58,0,18,120.4809723,22.4527149,3386940,0,1283800,0
09:00:01.912,91,58,0,18,120.4809723,22.4527149,3386453,0,1282417,0
09:00:02.010,91,57,0,18,120.4809723,22.4527149,3399939,0,1280617,0
09:00:02.145,91,57,0,18,120.4809723,22.4527149,3378087,0,1274744,0
09:00:02.212,91,57,0,18,120.4809723,22.4527149,3378087,0,1274744,0
09:00:02.338,91,56,0,18,120.4809723,22.4527168,3376724,0,1256658,0
09:00:02.404,91,55,0,18,120.4809723,22.4527168,3381916,0,1234870,0
09:00:02.509,91,55,0,18,120.4809723,22.4527168,3382946,0,1224651,0
09:00:02.608,91,55,0,18,120.4809723,22.4527168,3390923,0,1220571,0
09:00:02.714,91,55,0,18,120.4809723,22.4527168,3393222,0,1219555,0
09:00:02.807,91,55,0,18,120.4809723,22.4527168,3384488,0,1219986,0
09:00:02.928,91,55,0,18,120.4809723,22.4527168,3384488,0,1219986,0
09:00:03.010,91,55,0,18,120.4809723,22.4527168,3383583,0,1219200,0
09:00:03.136,91,54,0,18,120.4809723,22.4527168,3395249,0,1217129,0
09:00:03.202,91,55,0,18,120.4809723,22.4527168,3395100,0,1217489,0
09:00:03.300,91,54,0,18,120.4809723,22.4527168,3400221,0,1216378,0
09:00:03.414,90,54,0,18,120.4809723,22.4527168,3361986,0,1216781,0
09:00:03.512,91,54,0,18,120.4809723,22.4527168,3385785,0,1213899,0
09:00:03.618,91,54,0,18,120.4809723,22.4527168,3391792,0,1213890,0
09:00:03.700,91,54,0,18,120.4809723,22.4527168,3396837,0,1209699,0
09:00:03.805,92,54,0,18,120.4809723,22.4527168,3405439,0,1207288,0
09:00:03.904,91,54,0,18,120.4809723,22.4527168,3380872,0,1201795,0
09:00:04.064,91,53,0,18,120.4809723,22.4527168,3381056,0,1195787,0
09:00:04.114,91,53,0,18,120.4809723,22.4527168,3375066,0,1192932,0
09:00:04.212,91,53,0,18,120.4809723,22.4527168,3374275,0,1195540,0
09:00:04.350,91,54,0,18,120.4809723,22.4527168,3374082,0,1196524,0
09:00:04.400,91,54,0,18,120.4809723,22.4527168,3374082,0,1196524,0
09:00:04.534,91,53,0,18,120.4809723,22.4527168,3382743,0,1195965,0
