Time,R Scale 1,R Scale 2,G Speed,SV,Longitude,Latitude,raw1,raw2,raw3,raw4
10:26:21.113,91,54,0,14,120.4809189,22.4510708,3399313,0,1215632,0
10:26:21.213,92,54,0,14,120.4809189,22.4510708,3421955,0,1214963,0
10:26:21.304,92,54,0,14,120.4809189,22.4510708,3421955,0,1214963,0
10:26:21.401,92,54,0,14,120.4809189,22.4510708,3406382,0,1216131,0
10:26:21.501,91,54,0,14,120.4809189,22.4510708,3384785,0,1215544,0
10:26:21.628,91,54,0,13,120.4809189,22.4510708,3384785,0,1215544,0
10:26:21.710,91,54,0,13,120.4809189,22.4510708,3399107,0,1211555,0
10:26:21.855,91,53,0,13,120.4809189,22.4510689,3397508,0,1179652,0
10:26:21.903,92,52,0,13,120.4809189,22.4510689,3411931,0,1163662,0
10:26:22.003,91,53,0,13,120.4809189,22.4510689,3385824,0,1177489,0
10:26:22.169,91,54,0,13,120.4809341,22.4510689,3397565,0,1211787,0
10:26:22.201,91,55,0,13,120.4809341,22.4510689,3369679,0,1224906,0
10:26:22.300,90,53,0,13,120.4809341,22.4510689,3359923,0,1195579,0
10:26:22.457,90,52,0,12,120.4809341,22.4510689,3361285,0,1174509,0
10:26:22.507,90,53,0,12,120.4809341,22.4510689,3342399,0,1175977,0
10:26:22.605,90,52,0,12,120.4809341,22.4510689,3355386,0,1172294,0
10:26:22.786,90,52,0,12,120.4809341,22.4510689,3357841,0,1172975,0
10:26:22.803,90,52,0,12,120.4809341,22.4510689,3357841,0,1172975,0
10:26:22.901,90,52,0,12,120.4809341,22.4510689,3342375,0,1166444,0
10:26:23.047,90,52,0,13,120.4809341,22.4510689,3355648,0,1159525,0
10:26:23.113,90,51,0,13,120.4809341,22.4510689,3350346,0,1142434,0
10:26:23.209,89,51,0,13,120.4809341,22.4510689,3322362,0,1140571,0
10:26:23.375,90,51,0,13,120.4809341,22.4510689,3345077,0,1143068,0
10:26:23.408,90,51,0,13,120.4809341,22.4510689,3345077,0,1143068,0
10:26:23.506,93,51,0,13,120.4809341,22.4510689,3457710,0,1147065,0
10:26:23.603,94,52,0,13,120.4809341,22.4510689,3480396,0,1168884,0
10:26:23.706,94,52,1,12,120.4809341,22.4510689,3480396,0,1168884,0
10:26:23.806,94,52,1,12,120.4809341,22.4510689,3510986,0,1171227,0
10:26:23.978,95,49,3,12,120.4809189,22.4510708,3520933,0,1104327,0
10:26:24.011,95,49,3,12,120.4809189,22.4510708,3520933,0,1104327,0
10:26:24.109,94,49,3,12,120.4809189,22.4510708,3504015,0,1093770,0
10:26:24.207,94,48,6,12,120.4809189,22.4510727,3509990,0,1086783,0
10:26:24.311,95,48,6,12,120.4809189,22.4510727,3516874,0,1081349,0
10:26:24.409,95,48,6,12,120.4809189,22.4510727,3534143,0,1072724,0
10:26:24.581,94,47,9,12,120.4809341,22.4510803,3511603,0,1065512,0
10:26:24.613,94,47,9,12,120.4809341,22.4510803,3498584,0,1054278,0
10:26:24.713,95,47,9,12,120.4809341,22.4510803,3519775,0,1050622,0
10:26:24.849,94,47,12,13,120.4809341,22.4510880,3510370,0,1053401,0
10:26:24.900,94,47,12,13,120.4809341,22.4510880,3510370,0,1053401,0
10:26:25.015,96,46,12,13,120.4809341,22.4510880,3561757,0,1046858,0
10:26:25.113,96,46,12,13,120.4809341,22.4510880,3564513,0,1042619,0
10:26:25.211,96,46,14,13,120.4809341,22.4510975,3564513,0,1042619,0
10:26:25.310,96,46,14,13,120.4809341,22.4510975,3554381,0,1040300,0
10:26:25.410,94,45,14,13,120.4809341,22.4510975,3507154,0,1019061,0
10:26:25.521,94,45,17,13,120.4809341,22.4511089,3507154,0,1019061,0
10:26:25.603,95,46,17,13,120.4809341,22.4511089,3535449,0,1027965,0
10:26:25.703,95,45,17,13,120.4809341,22.4511089,3514937,0,1006929,0
10:26:25.812,94,44,20,13,120.4809341,22.4511223,3491504,0,998352,0
10:26:25.910,93,45,20,13,120.4809341,22.4511223,3464346,0,1024108,0
10:26:26.010,93,45,20,13,120.4809341,22.4511223,3472508,0,1019787,0
10:26:26.115,93,45,21,13,120.4809494,22.4511375,3459307,0,1014462,0
10:26:26.213,91,44,21,13,120.4809494,22.4511375,3388761,0,1002412,0
10:26:26.392,90,45,23,14,120.4809494,22.4511528,3350322,0,1020675,0
10:26:26.409,90,45,23,14,120.4809494,22.4511528,3350322,0,1020675,0
10:26:26.506,90,49,23,14,120.4809494,22.4511528,3340427,0,1101983,0
10:26:26.605,89,49,23,14,120.4809494,22.4511528,3309429,0,1100139,0
10:26:26.701,89,49,24,14,120.4809494,22.4511719,3309429,0,1100139,0
10:26:26.801,88,49,24,14,120.4809494,22.4511719,3271959,0,1104923,0
10:26:26.978,88,50,25,14,120.4809570,22.4511909,3273131,0,1113693,0
10:26:27.011,88,50,25,14,120.4809570,22.4511909,3273131,0,1113693,0
10:26:27.102,88,49,25,14,120.4809570,22.4511909,3268617,0,1090789,0
10:26:27.201,88,48,25,14,120.4809570,22.4511909,3262420,0,1088654,0
10:26:27.303,89,48,25,14,120.4809570,22.4512100,3307619,0,1086805,0
10:26:27.402,90,50,25,14,120.4809570,22.4512100,3365209,0,1112567,0
10:26:27.502,89,48,25,14,120.4809570,22.4512100,3304958,0,1081481,0
10:26:27.605,89,48,26,15,120.4809570,22.4512291,3304958,0,1081481,0
10:26:27.703,89,46,26,15,120.4809570,22.4512291,3313919,0,1047486,0
10:26:27.801,89,48,26,15,120.4809570,22.4512291,3309969,0,1071957,0
10:26:27.903,89,48,27,15,120.4809570,22.4512501,3309969,0,1071957,0
10:26:28.001,89,48,27,15,120.4809570,22.4512501,3322021,0,1075534,0
10:26:28.100,90,48,27,15,120.4809570,22.4512501,3337145,0,1085301,0
10:26:28.211,90,48,28,16,120.4809570,22.4512711,3337145,0,1085301,0
10:26:28.309,89,48,28,16,120.4809570,22.4512711,3326942,0,1086925,0
10:26:28.447,90,48,28,17,120.4809723,22.4512920,3351226,0,1082942,0
10:26:28.507,90,49,28,17,120.4809723,22.4512920,3340312,0,1091403,0
10:26:28.605,90,49,28,17,120.4809723,22.4512920,3341765,0,1104886,0
10:26:28.703,89,49,28,17,120.4809723,22.4512920,3312861,0,1103670,0
10:26:28.831,89,49,30,17,120.4809723,22.4513130,3309886,0,1107108,0
10:26:28.903,89,48,30,17,120.4809723,22.4513130,3326107,0,1085478,0
10:26:29.003,90,48,30,17,120.4809723,22.4513130,3355680,0,1082775,0
10:26:29.111,90,48,31,16,120.4809875,22.4513378,3355680,0,1082775,0
10:26:29.208,89,41,31,16,120.4809875,22.4513378,3317340,0,931747,0
10:26:29.307,90,42,31,16,120.4809875,22.4513378,3363638,0,955532,0
10:26:29.413,90,42,32,17,120.4809875,22.4513626,3363638,0,955532,0
10:26:29.511,91,43,32,17,120.4809875,22.4513626,3372881,0,970265,0
10:26:29.611,92,43,32,17,120.4809875,22.4513626,3404296,0,969854,0
10:26:29.723,91,44,33,17,120.4809875,22.4513874,3392243,0,1000516,0
10:26:29.805,91,44,33,17,120.4809875,22.4513874,3386967,0,990494,0
10:26:29.903,90,44,33,17,120.4809875,22.4513874,3357658,0,985898,0
10:26:30.033,90,44,35,17,120.4809875,22.4514122,3342345,0,989878,0
10:26:30.115,90,43,35,17,120.4809875,22.4514122,3330336,0,975477,0
10:26:30.213,90,43,35,17,120.4809875,22.4514122,3338258,0,976924,0
10:26:30.315,90,43,35,17,120.4809952,22.4514408,3338258,0,976924,0
10:26:30.413,89,44,35,17,120.4809952,22.4514408,3327438,0,993980,0
10:26:30.513,89,44,35,17,120.4809952,22.4514408,3299194,0,992345,0
10:26:30.627,89,44,35,17,120.4809952,22.4514656,3299194,0,992345,0
10:26:30.708,89,44,35,17,120.4809952,22.4514656,3314455,0,991125,0
10:26:30.807,89,44,35,17,120.4809952,22.4514656,3317733,0,1000562,0
10:26:30.913,89,45,35,17,120.4809952,22.4514923,3322388,0,1016772,0
10:26:31.013,89,45,35,17,120.4809952,22.4514923,3306352,0,1010384,0
10:26:31.113,89,44,35,17,120.4809952,22.4514923,3321924,0,987553,0
10:26:31.208,89,44,35,18,120.4809952,22.4515190,3321924,0,987553,0
10:26:31.307,89,44,35,18,120.4809952,22.4515190,3305780,0,998946,0
10:26:31.407,88,44,35,18,120.4809952,22.4515190,3290381,0,997106,0
10:26:31.515,88,44,35,18,120.4809952,22.4515457,3266108,0,999172,0
10:26:31.613,89,44,35,18,120.4809952,22.4515457,3310223,0,1002920,0
10:26:31.713,88,44,35,18,120.4809952,22.4515457,3273922,0,1003514,0
10:26:31.807,88,44,35,18,120.4809952,22.4515724,3273922,0,1003514,0
10:26:31.907,88,44,35,18,120.4809952,22.4515724,3282930,0,999399,0
10:26:32.007,89,45,35,18,120.4809952,22.4515724,3294107,0,1016609,0
10:26:32.108,89,45,36,18,120.4809952,22.4515991,3294107,0,1016609,0
10:26:32.207,89,45,36,18,120.4809952,22.4515991,3295845,0,1015030,0
10:26:32.307,88,44,36,18,120.4809952,22.4515991,3285018,0,995339,0
10:26:32.402,88,44,35,18,120.4809952,22.4516258,3285018,0,995339,0
10:26:32.501,89,44,35,18,120.4809952,22.4516258,3296965,0,1005125,0
10:26:32.600,88,45,35,18,120.4809952,22.4516258,3289217,0,1005274,0
10:26:32.727,88,45,35,18,120.4809952,22.4516525,3290261,0,1007642,0
10:26:32.810,88,45,35,18,120.4809952,22.4516525,3284334,0,1016485,0
10:26:32.910,88,44,35,18,120.4809952,22.4516525,3273640,0,990640,0
10:26:33.007,88,44,35,18,120.4809952,22.4516525,3289346,0,1005121,0
10:26:33.193,88,44,35,17,120.4809875,22.4516888,3281618,0,1003057,0
10:26:33.210,88,44,35,17,120.4809875,22.4516888,3281618,0,1003057,0
10:26:33.308,88,45,35,17,120.4809875,22.4516888,3291556,0,1005166,0
10:26:33.405,88,44,35,17,120.4809875,22.4516888,3271415,0,1001577,0
10:26:33.548,88,44,36,17,120.4809875,22.4517231,3271281,0,1001731,0
10:26:33.613,88,44,36,17,120.4809875,22.4517231,3271281,0,1001731,0
10:26:33.712,88,45,36,17,120.4809875,22.4517231,3263115,0,1012433,0
10:26:33.813,88,45,36,17,120.4809875,22.4517231,3272078,0,1010365,0
10:26:33.928,88,45,35,17,120.4809875,22.4517593,3272078,0,1010365,0
10:26:34.003,88,45,35,17,120.4809875,22.4517593,3274723,0,1011903,0
10:26:34.103,88,45,35,17,120.4809875,22.4517593,3257409,0,1014091,0
10:26:34.221,87,45,35,17,120.4809875,22.4517860,3254751,0,1016496,0
10:26:34.303,86,44,35,17,120.4809875,22.4517860,3201720,0,1003016,0
10:26:34.402,86,44,35,17,120.4809875,22.4517860,3216238,0,1001744,0
10:26:34.503,87,44,35,17,120.4809875,22.4517860,3236535,0,1003141,0
10:26:34.645,87,45,34,17,120.4809875,22.4518204,3237975,0,1011267,0
10:26:34.710,87,45,34,17,120.4809875,22.4518204,3243534,0,1020999,0
10:26:34.808,86,45,34,17,120.4809875,22.4518204,3218649,0,1008492,0
10:26:34.912,86,45,34,17,120.4809875,22.4518471,3218649,0,1008492,0
10:26:35.012,87,45,34,17,120.4809875,22.4518471,3224064,0,1010288,0
10:26:35.112,86,44,34,17,120.4809875,22.4518471,3214102,0,997516,0
10:26:35.247,86,44,33,17,120.4809875,22.4518719,3214102,0,997516,0
10:26:35.312,86,45,33,17,120.4809875,22.4518719,3206016,0,1007910,0
10:26:35.413,87,45,33,17,120.4809875,22.4518719,3221947,0,1006874,0
10:26:35.585,87,45,33,16,120.4809875,22.4518967,3231712,0,1014007,0
10:26:35.602,87,45,33,16,120.4809875,22.4518967,3231712,0,1014007,0
10:26:35.703,86,45,33,16,120.4809875,22.4518967,3218842,0,1017180,0
10:26:35.803,86,45,33,16,120.4809875,22.4518967,3214612,0,1016646,0
10:26:35.932,87,45,33,18,120.4809875,22.4519310,3221777,0,1020708,0
10:26:36.013,87,45,33,18,120.4809875,22.4519310,3227969,0,1023940,0
10:26:36.111,86,45,33,18,120.4809875,22.4519310,3213155,0,1019665,0
10:26:36.210,86,45,33,18,120.4809875,22.4519310,3216651,0,1017532,0
10:26:36.362,86,45,32,17,120.4809875,22.4519634,3219375,0,1021748,0
10:26:36.412,86,45,32,17,120.4809875,22.4519634,3219375,0,1021748,0
10:26:36.513,87,46,32,17,120.4809875,22.4519634,3244268,0,1027145,0
